,geneName,ensId,keggId,keggBriteId,Functional Annotation Group,Functional Annotation Subgroup,Functional Annotation,TCGA-19-1787-01
11670,DCTPP1,ENSG00000179958.8,hsa:79077,1000,Genes and Proteins,Protein families: metabolism,Enzymes,5.189
11671,SEPHS2,ENSG00000179918.16,hsa:22928,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.78
11672,SEPHS2,ENSG00000179918.16,hsa:22928,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.78
11673,SEPHS2,ENSG00000179918.16,hsa:22928,3016,Genes and Proteins,Protein families: genetic information processing,Transfer RNA biogenesis,4.78
11674,ITGAL,ENSG00000005844.17,hsa:3683,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.299
11675,ITGAL,ENSG00000005844.17,hsa:3683,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,3.299
11676,ITGAL,ENSG00000005844.17,hsa:3683,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,3.299
11677,ITGAL,ENSG00000005844.17,hsa:3683,4515,Genes and Proteins,Protein families: signaling and cellular processes,Cell adhesion molecules,3.299
11678,ZNF768,ENSG00000169957.9,hsa:79724,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.926
11679,ZNF768,ENSG00000169957.9,hsa:79724,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,4.926
11680,ZNF764,ENSG00000169951.9,hsa:92595,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.245
11681,ZNF764,ENSG00000169951.9,hsa:92595,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.245
11682,ZNF688,ENSG00000229809.8,hsa:146542,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.955
11683,ZNF688,ENSG00000229809.8,hsa:146542,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,3.955
11684,ZNF785,ENSG00000197162.9,hsa:146540,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.628
11685,ZNF785,ENSG00000197162.9,hsa:146540,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,1.628
11686,ZNF689,ENSG00000156853.11,hsa:115509,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.521
11687,ZNF689,ENSG00000156853.11,hsa:115509,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.521
11688,SRCAP,ENSG00000080603.16,hsa:10847,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.412
11689,SRCAP,ENSG00000080603.16,hsa:10847,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.412
11690,SRCAP,ENSG00000080603.16,hsa:10847,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.412
11691,PHKG2,ENSG00000156873.15,hsa:5261,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.82
11692,PHKG2,ENSG00000156873.15,hsa:5261,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.82
11693,PHKG2,ENSG00000156873.15,hsa:5261,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,4.82
11694,RNF40,ENSG00000103549.21,hsa:9810,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.536
11695,RNF40,ENSG00000103549.21,hsa:9810,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,6.536
11696,RNF40,ENSG00000103549.21,hsa:9810,1000,Genes and Proteins,Protein families: metabolism,Enzymes,6.536
11697,CTF1,ENSG00000150281.6,hsa:1489,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.915
11698,CTF1,ENSG00000150281.6,hsa:1489,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,1.915
11699,FBXL19,ENSG00000099364.16,hsa:54620,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.824
11700,FBXL19,ENSG00000099364.16,hsa:54620,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,1.824
11701,ORAI3,ENSG00000175938.6,hsa:93129,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.545
11702,ORAI3,ENSG00000175938.6,hsa:93129,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,3.545
11703,SETD1A,ENSG00000099381.16,hsa:9739,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.51
11704,SETD1A,ENSG00000099381.16,hsa:9739,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.51
11705,SETD1A,ENSG00000099381.16,hsa:9739,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.51
11706,HSD3B7,ENSG00000099377.13,hsa:80270,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.337
11707,HSD3B7,ENSG00000099377.13,hsa:80270,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.337
11708,STX1B,ENSG00000099365.9,hsa:112755,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.674
11709,STX1B,ENSG00000099365.9,hsa:112755,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,1.674
11710,STX1B,ENSG00000099365.9,hsa:112755,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,1.674
11711,STX4,ENSG00000103496.14,hsa:6810,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.718
11712,STX4,ENSG00000103496.14,hsa:6810,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,5.718
11713,STX4,ENSG00000103496.14,hsa:6810,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,5.718
11714,VKORC1,ENSG00000167397.14,hsa:79001,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.184
11715,VKORC1,ENSG00000167397.14,hsa:79001,1000,Genes and Proteins,Protein families: metabolism,Enzymes,7.184
11716,BCKDK,ENSG00000103507.13,hsa:10295,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.147
11717,BCKDK,ENSG00000103507.13,hsa:10295,1000,Genes and Proteins,Protein families: metabolism,Enzymes,6.147
11718,BCKDK,ENSG00000103507.13,hsa:10295,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,6.147
11719,KAT8,ENSG00000103510.19,hsa:84148,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.287
11720,KAT8,ENSG00000103510.19,hsa:84148,1000,Genes and Proteins,Protein families: metabolism,Enzymes,5.287
11721,KAT8,ENSG00000103510.19,hsa:84148,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,5.287
11722,PRSS8,ENSG00000052344.15,hsa:5652,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.51
11723,PRSS8,ENSG00000052344.15,hsa:5652,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-1.51
11724,PRSS8,ENSG00000052344.15,hsa:5652,1002,Genes and Proteins,Protein families: metabolism,Peptidases,-1.51
11725,PRSS8,ENSG00000052344.15,hsa:5652,0537,Genes and Proteins,Protein families: signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins,-1.51
11726,PRSS36,ENSG00000178226.10,hsa:146547,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.379
11727,PRSS36,ENSG00000178226.10,hsa:146547,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.379
11728,PRSS36,ENSG00000178226.10,hsa:146547,1002,Genes and Proteins,Protein families: metabolism,Peptidases,2.379
11729,FUS,ENSG00000089280.18,hsa:2521,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),8.167
11730,FUS,ENSG00000089280.18,hsa:2521,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,8.167
11731,PYCARD,ENSG00000103490.13,hsa:29108,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.782
11732,TRIM72,ENSG00000177238.13,hsa:493829,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.035
11733,TRIM72,ENSG00000177238.13,hsa:493829,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,-4.035
11734,TRIM72,ENSG00000177238.13,hsa:493829,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-4.035
11735,PYDC1,ENSG00000169900.7,hsa:260434,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
11736,ITGAM,ENSG00000169896.16,hsa:3684,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.858
11737,ITGAM,ENSG00000169896.16,hsa:3684,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,2.858
11738,ITGAM,ENSG00000169896.16,hsa:3684,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,2.858
11739,ITGAM,ENSG00000169896.16,hsa:3684,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,2.858
11740,ITGAM,ENSG00000169896.16,hsa:3684,4515,Genes and Proteins,Protein families: signaling and cellular processes,Cell adhesion molecules,2.858
11741,ITGAM,ENSG00000169896.16,hsa:3684,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,2.858
11742,ITGAX,ENSG00000140678.16,hsa:3687,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.024
11743,ITGAX,ENSG00000140678.16,hsa:3687,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,4.024
11744,ITGAX,ENSG00000140678.16,hsa:3687,4515,Genes and Proteins,Protein families: signaling and cellular processes,Cell adhesion molecules,4.024
11745,ITGAD,ENSG00000156886.11,hsa:3681,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-6.506
11746,ITGAD,ENSG00000156886.11,hsa:3681,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,-6.506
11747,ITGAD,ENSG00000156886.11,hsa:3681,4515,Genes and Proteins,Protein families: signaling and cellular processes,Cell adhesion molecules,-6.506
11748,COX6A2,ENSG00000156885.5,hsa:1339,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.3115
11749,ARMC5,ENSG00000140691.16,hsa:79798,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.173
11750,SLC5A2,ENSG00000140675.12,hsa:6524,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.4719
11751,SLC5A2,ENSG00000140675.12,hsa:6524,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-0.4719
11752,SLC5A2,ENSG00000140675.12,hsa:6524,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-0.4719
11753,VN1R3,ENSG00000180663.5,hsa:317702,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
11754,VN1R3,ENSG00000180663.5,hsa:317702,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-9.966
11755,ZNF267,ENSG00000185947.14,hsa:10308,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.242
11756,ZNF267,ENSG00000185947.14,hsa:10308,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.242
11757,VPS35,ENSG00000069329.15,hsa:55737,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.82
11758,VPS35,ENSG00000069329.15,hsa:55737,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,5.82
11759,ORC6,ENSG00000091651.8,hsa:23594,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.623
11760,ORC6,ENSG00000091651.8,hsa:23594,3032,Genes and Proteins,Protein families: genetic information processing,DNA replication proteins,3.623
11761,MYLK3,ENSG00000140795.12,hsa:91807,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.635
11762,MYLK3,ENSG00000140795.12,hsa:91807,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-2.635
11763,MYLK3,ENSG00000140795.12,hsa:91807,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,-2.635
11764,GPT2,ENSG00000166123.13,hsa:84706,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.935
11765,GPT2,ENSG00000166123.13,hsa:84706,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.935
11766,GPT2,ENSG00000166123.13,hsa:84706,1007,Genes and Proteins,Protein families: metabolism,Amino acid related enzymes,4.935
11767,DNAJA2,ENSG00000069345.11,hsa:10294,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.692
11768,DNAJA2,ENSG00000069345.11,hsa:10294,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,5.692
11769,DNAJA2,ENSG00000069345.11,hsa:10294,3110,Genes and Proteins,Protein families: genetic information processing,Chaperones and folding catalysts,5.692
11770,ITFG1,ENSG00000129636.12,hsa:81533,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.165
11771,ITFG1,ENSG00000129636.12,hsa:81533,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,5.165
11772,PHKB,ENSG00000102893.15,hsa:5257,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.59
11773,ABCC12,ENSG00000140798.15,hsa:94160,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
11774,ABCC12,ENSG00000140798.15,hsa:94160,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-9.966
11775,ABCC11,ENSG00000121270.15,hsa:85320,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.548
11776,ABCC11,ENSG00000121270.15,hsa:85320,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-2.548
11777,LONP2,ENSG00000102910.13,hsa:83752,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.747
11778,LONP2,ENSG00000102910.13,hsa:83752,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.747
11779,LONP2,ENSG00000102910.13,hsa:83752,1002,Genes and Proteins,Protein families: metabolism,Peptidases,4.747
11780,SIAH1,ENSG00000196470.11,hsa:6477,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.291
11781,SIAH1,ENSG00000196470.11,hsa:6477,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,4.291
11782,SIAH1,ENSG00000196470.11,hsa:6477,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.291
11783,ZNF423,ENSG00000102935.11,hsa:23090,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.462
11784,ZNF423,ENSG00000102935.11,hsa:23090,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,2.462
11785,ZNF423,ENSG00000102935.11,hsa:23090,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,2.462
11786,ADCY7,ENSG00000121281.12,hsa:113,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.05
11787,ADCY7,ENSG00000121281.12,hsa:113,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.05
11788,BRD7,ENSG00000166164.15,hsa:29117,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.005
11789,BRD7,ENSG00000166164.15,hsa:29117,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,6.005
11790,NKD1,ENSG00000140807.5,hsa:85407,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.71
11791,SNX20,ENSG00000167208.14,hsa:124460,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.836
11792,NOD2,ENSG00000167207.11,hsa:64127,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.4131
11793,NOD2,ENSG00000167207.11,hsa:64127,4054,Genes and Proteins,Protein families: signaling and cellular processes,Pattern recognition receptors,-0.4131
11794,CYLD,ENSG00000083799.17,hsa:1540,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.639
11795,CYLD,ENSG00000083799.17,hsa:1540,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,3.639
11796,CYLD,ENSG00000083799.17,hsa:1540,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.639
11797,CYLD,ENSG00000083799.17,hsa:1540,1002,Genes and Proteins,Protein families: metabolism,Peptidases,3.639
11798,SALL1,ENSG00000103449.11,hsa:6299,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.949
11799,SALL1,ENSG00000103449.11,hsa:6299,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,4.949
11800,CHD9,ENSG00000177200.15,hsa:80205,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.473
11801,CHD9,ENSG00000177200.15,hsa:80205,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.473
11802,CHD9,ENSG00000177200.15,hsa:80205,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.473
11803,RBL2,ENSG00000103479.14,hsa:5934,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.101
11804,RBL2,ENSG00000103479.14,hsa:5934,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,4.101
11805,RPGRIP1L,ENSG00000103494.12,hsa:23322,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.539
11806,RPGRIP1L,ENSG00000103494.12,hsa:23322,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,2.539
11807,RPGRIP1L,ENSG00000103494.12,hsa:23322,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,2.539
11808,FTO,ENSG00000140718.18,hsa:79068,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.817
11809,FTO,ENSG00000140718.18,hsa:79068,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.817
11810,FTO,ENSG00000140718.18,hsa:79068,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,4.817
11811,MMP2,ENSG00000087245.12,hsa:4313,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.508
11812,MMP2,ENSG00000087245.12,hsa:4313,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.508
11813,MMP2,ENSG00000087245.12,hsa:4313,1002,Genes and Proteins,Protein families: metabolism,Peptidases,4.508
11814,LPCAT2,ENSG00000087253.11,hsa:54947,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.188
11815,LPCAT2,ENSG00000087253.11,hsa:54947,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.188
11816,LPCAT2,ENSG00000087253.11,hsa:54947,1004,Genes and Proteins,Protein families: metabolism,Lipid biosynthesis proteins,3.188
11817,CAPNS2,ENSG00000256812.1,hsa:84290,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.012
11818,CAPNS2,ENSG00000256812.1,hsa:84290,1002,Genes and Proteins,Protein families: metabolism,Peptidases,-5.012
11819,SLC6A2,ENSG00000103546.18,hsa:6530,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
11820,SLC6A2,ENSG00000103546.18,hsa:6530,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-9.966
11821,CES1,ENSG00000198848.12,hsa:1066,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.358
11822,CES1,ENSG00000198848.12,hsa:1066,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.358
11823,CES5A,ENSG00000159398.15,hsa:221223,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.178
11824,CES5A,ENSG00000159398.15,hsa:221223,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-2.178
11825,GNAO1,ENSG00000087258.13,hsa:2775,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.671
11826,GNAO1,ENSG00000087258.13,hsa:2775,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,5.671
11827,GNAO1,ENSG00000087258.13,hsa:2775,4031,Genes and Proteins,Protein families: signaling and cellular processes,GTP-binding proteins,5.671
11828,AMFR,ENSG00000159461.14,hsa:267,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.144
11829,AMFR,ENSG00000159461.14,hsa:267,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,7.144
11830,AMFR,ENSG00000159461.14,hsa:267,1000,Genes and Proteins,Protein families: metabolism,Enzymes,7.144
11831,NUDT21,ENSG00000167005.13,hsa:11051,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.839
11832,NUDT21,ENSG00000167005.13,hsa:11051,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,5.839
11833,BBS2,ENSG00000125124.11,hsa:583,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.977
11834,BBS2,ENSG00000125124.11,hsa:583,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,5.977
11835,MT4,ENSG00000102891.3,hsa:84560,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
11836,MT4,ENSG00000102891.3,hsa:84560,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,-9.966
11837,MT3,ENSG00000087250.8,hsa:4504,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),9.026
11838,MT3,ENSG00000087250.8,hsa:4504,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,9.026
11839,MT2A,ENSG00000125148.6,hsa:4502,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),9.129
11840,MT2A,ENSG00000125148.6,hsa:4502,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,9.129
11841,MT2A,ENSG00000125148.6,hsa:4502,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,9.129
11842,MT1E,ENSG00000169715.14,hsa:4493,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.953
11843,MT1E,ENSG00000169715.14,hsa:4493,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,6.953
11844,MT1E,ENSG00000169715.14,hsa:4493,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,6.953
11845,MT1M,ENSG00000205364.3,hsa:4499,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.772
11846,MT1M,ENSG00000205364.3,hsa:4499,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,4.772
11847,MT1M,ENSG00000205364.3,hsa:4499,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,4.772
11848,MT1A,ENSG00000205362.10,hsa:4489,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.008
11849,MT1A,ENSG00000205362.10,hsa:4489,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,1.008
11850,MT1A,ENSG00000205362.10,hsa:4489,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,1.008
11851,MT1B,ENSG00000169688.10,hsa:4490,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
11852,MT1B,ENSG00000169688.10,hsa:4490,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,-9.966
11853,MT1B,ENSG00000169688.10,hsa:4490,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,-9.966
11854,MT1F,ENSG00000198417.6,hsa:4494,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.193
11855,MT1F,ENSG00000198417.6,hsa:4494,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,5.193
11856,MT1F,ENSG00000198417.6,hsa:4494,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,5.193
11857,MT1G,ENSG00000125144.13,hsa:4495,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.448
11858,MT1G,ENSG00000125144.13,hsa:4495,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,4.448
11859,MT1G,ENSG00000125144.13,hsa:4495,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,4.448
11860,MT1H,ENSG00000205358.3,hsa:4496,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.8246
11861,MT1H,ENSG00000205358.3,hsa:4496,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,0.8246
11862,MT1H,ENSG00000205358.3,hsa:4496,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,0.8246
11863,MT1X,ENSG00000187193.8,hsa:4501,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),7.379
11864,MT1X,ENSG00000187193.8,hsa:4501,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,7.379
11865,MT1X,ENSG00000187193.8,hsa:4501,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,7.379
11866,NUP93,ENSG00000102900.12,hsa:9688,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.317
11867,NUP93,ENSG00000102900.12,hsa:9688,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,5.317
11868,SLC12A3,ENSG00000070915.9,hsa:6559,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.308
11869,SLC12A3,ENSG00000070915.9,hsa:6559,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-3.308
11870,SLC12A3,ENSG00000070915.9,hsa:6559,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-3.308
11871,HERPUD1,ENSG00000051108.14,hsa:9709,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.508
11872,CETP,ENSG00000087237.10,hsa:1071,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.396
11873,CETP,ENSG00000087237.10,hsa:1071,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,1.396
11874,CETP,ENSG00000087237.10,hsa:1071,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,1.396
11875,NLRC5,ENSG00000140853.15,hsa:84166,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.795
11876,NLRC5,ENSG00000140853.15,hsa:84166,4054,Genes and Proteins,Protein families: signaling and cellular processes,Pattern recognition receptors,3.795
11877,RSPRY1,ENSG00000159579.13,hsa:89970,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.178
11878,RSPRY1,ENSG00000159579.13,hsa:89970,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,5.178
11879,ARL2BP,ENSG00000102931.7,hsa:23568,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.068
11880,ARL2BP,ENSG00000102931.7,hsa:23568,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,6.068
11881,CCL22,ENSG00000102962.4,hsa:6367,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.732
11882,CCL22,ENSG00000102962.4,hsa:6367,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-1.732
11883,CX3CL1,ENSG00000006210.6,hsa:6376,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.434
11884,CX3CL1,ENSG00000006210.6,hsa:6376,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,5.434
11885,CCL17,ENSG00000102970.10,hsa:6361,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.831
11886,CCL17,ENSG00000102970.10,hsa:6361,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-1.831
